dra,ddec,mag
28.93273,9.96498,17.91
28.94763,9.972092,17.91
28.96252,9.9792,17.91
28.9774,9.986303,17.91
28.99227,9.993400999999999,17.91
29.00713,10.00049,17.91
29.02198,10.00758,17.91
29.036820000000002,10.014669999999999,17.91
29.05165,10.02174,17.91
29.066470000000002,10.02882,17.91
29.08127,10.03589,17.92
29.09607,10.04295,17.92
29.11086,10.05001,17.92
29.125629999999997,10.05707,17.92
29.1404,10.064119999999999,17.92
29.15516,10.07116,17.92
29.1699,10.0782,17.92
29.18464,10.085239999999999,17.92
29.199370000000002,10.09227,17.92
29.21408,10.0993,17.92
29.228790000000004,10.10632,17.92
29.243479999999998,10.11333,17.92
29.25817,10.12035,17.92
29.272840000000002,10.12735,17.92
29.287509999999997,10.134360000000001,17.92
29.302159999999997,10.14135,17.92
29.316809999999997,10.14835,17.92
29.33144,10.155330000000001,17.92
29.34607,10.16232,17.92
29.36068,10.16929,17.92
29.37528,10.17627,17.92
29.389879999999998,10.18324,17.92
29.404459999999997,10.1902,17.92
29.41903,10.19716,17.92
29.4336,10.20411,17.92
29.44815,10.21106,17.92
29.462690000000002,10.218010000000001,17.92
29.47725,10.22507,17.92
29.49178,10.232,17.92
29.506290000000003,10.23893,17.92
29.52079,10.24586,17.92
29.53528,10.25278,17.92
29.54976,10.259689999999999,17.92
29.56424,10.26661,17.92
29.5787,10.27351,17.92
29.59315,10.28041,17.92
29.607590000000002,10.28731,17.92
29.622020000000003,10.2942,17.92
29.636440000000004,10.30109,17.92
29.65085,10.30797,17.92
29.66525,10.31485,17.92
29.679640000000003,10.32172,17.92
29.694020000000002,10.32859,17.92
29.70839,10.33545,17.92
29.72275,10.342310000000001,17.92
29.7371,10.349160000000001,17.92
29.751440000000002,10.356010000000001,17.93
29.76577,10.36285,17.93
29.78009,10.36969,17.93
29.7944,10.37653,17.93
29.8087,10.38336,17.93
29.82299,10.39018,17.93
29.83727,10.397,17.93
29.851540000000004,10.40382,17.93
29.8658,10.410630000000001,17.93
29.88005,10.41743,17.93
29.89429,10.42423,17.93
29.908520000000003,10.43103,17.93
29.92274,10.43782,17.93
29.936940000000003,10.44461,17.93
29.951140000000002,10.45139,17.93
29.965329999999998,10.458169999999999,17.93
29.979509999999998,10.464939999999999,17.93
29.993679999999998,10.47171,17.93
30.00784,10.47847,17.93
30.021990000000002,10.48523,17.93
30.03612,10.49198,17.93
30.05025,10.49873,17.93
30.06437,10.505469999999999,17.93
30.07848,10.512210000000001,17.93
30.092579999999998,10.518939999999999,17.93
30.106659999999998,10.52567,17.93
30.12074,10.5324,17.93
30.134809999999998,10.53912,17.93
30.148870000000002,10.54583,17.93
30.16292,10.552539999999999,17.93
30.176959999999998,10.55925,17.93
30.19098,10.56595,17.93
30.205,10.57264,17.93
30.219009999999997,10.57934,17.93
30.233009999999997,10.58602,17.93
30.246990000000004,10.5927,17.93
30.26097,10.59938,17.93
30.27494,10.60605,17.93
30.2889,10.61272,17.93
30.30285,10.61938,17.93
30.316779999999998,10.62604,17.93
30.330709999999996,10.63269,17.93
30.34463,10.639339999999999,17.93
30.35854,10.64598,17.93
30.37244,10.652619999999999,17.93
30.38632,10.65926,17.93
30.4002,10.66589,17.93
30.414070000000002,10.67251,17.93
30.42793,10.67913,17.93
30.441779999999998,10.68574,17.94
30.455609999999997,10.69235,17.94
30.469440000000002,10.698960000000001,17.94
30.483259999999998,10.70556,17.94
30.49707,10.71216,17.94
30.51087,10.71875,17.94
30.524659999999997,10.72533,17.94
30.53844,10.731910000000001,17.94
30.5522,10.738489999999999,17.94
30.565959999999997,10.74506,17.94
30.57971,10.75163,17.94
30.59345,10.758189999999999,17.94
30.60718,10.76475,17.94
30.6209,10.7713,17.94
30.63461,10.77785,17.94
30.64831,10.7844,17.94
30.662,10.790939999999999,17.94
30.67568,10.79747,17.94
30.68935,10.804,17.94
30.70301,10.81052,17.94
30.716659999999997,10.817039999999999,17.94
30.7303,10.82356,17.94
30.74393,10.83007,17.94
30.75755,10.83657,17.94
30.77116,10.84308,17.94
30.78476,10.84957,17.94
30.79835,10.856060000000001,17.94
30.81193,10.86255,17.94
30.8255,10.86903,17.94
30.839059999999996,10.87551,17.94
30.85261,10.88198,17.94
30.86615,10.88845,17.94
30.87968,10.894910000000001,17.94
30.8932,10.90137,17.94
30.90672,10.90782,17.94
30.92022,10.91427,17.94
30.933709999999998,10.92071,17.94
30.947190000000003,10.92715,17.94
30.960659999999997,10.933589999999999,17.94
30.97413,10.94002,17.94
30.987579999999998,10.946439999999999,17.94
31.00102,10.952860000000001,17.94
31.01445,10.95928,17.94
31.02788,10.965689999999999,17.94
31.041290000000004,10.97209,17.94
31.05469,10.978489999999999,17.94
31.06809,10.98489,17.94
31.08147,10.99128,17.94
31.09484,10.99767,17.94
31.108209999999996,11.00405,17.94
31.12156,11.01043,17.94
31.134909999999998,11.0168,17.94
31.14824,11.02317,17.94
31.16157,11.029530000000001,17.95
31.174879999999998,11.03589,17.95
31.188190000000002,11.04225,17.95
31.201490000000003,11.0486,17.95
31.21477,11.05494,17.95
31.22805,11.06128,17.95
31.24131,11.06761,17.95
31.25457,11.073939999999999,17.95
31.26782,11.08027,17.95
31.281059999999997,11.08659,17.95
31.29428,11.09291,17.95
31.3075,11.099219999999999,17.95
31.32071,11.10553,17.95
31.333909999999996,11.11183,17.95
31.3471,11.11812,17.95
31.36028,11.124419999999999,17.95
31.37345,11.1307,17.95
31.386609999999997,11.136989999999999,17.95
31.399759999999997,11.14327,17.95
31.4129,11.14954,17.95
31.426029999999997,11.15581,17.95
31.43915,11.16207,17.95
31.45226,11.168330000000001,17.95
31.465429999999998,11.17453,17.95
31.47852,11.18078,17.95
31.4916,11.18703,17.95
31.50468,11.19327,17.95
31.517740000000003,11.1995,17.95
31.530790000000003,11.205739999999999,17.95
31.543840000000003,11.211960000000001,17.95
31.55687,11.21819,17.95
31.5699,11.2244,17.95
31.58291,11.23062,17.95
31.59592,11.23682,17.95
31.608909999999998,11.243030000000001,17.95
31.6219,11.24923,17.95
31.634870000000003,11.255419999999999,17.95
31.647840000000002,11.261610000000001,17.95
31.6608,11.26779,17.95
31.673740000000002,11.27397,17.95
31.68668,11.28015,17.95
31.699609999999996,11.28632,17.95
